Umur,Tahun/Level,Subjek,Bidang / Topik,Kemahiran / Subtopik,Kod Kemahiran,Tahap,Jenis Soalan,Contoh Soalan,Rujukan KSSR
7,Tahun 1,Matematik,Sukatan Panjang,Mengukur panjang menggunakan unit tidak piawai,MAT-T1-SP01,Mudah,MCQ,Panjang pensel ini = ___ jubin. [gambar],DSKP SK 7.1
7,Tahun 1,Matematik,Bentuk 2D & 3D,Mengenal dan menamakan bentuk 2D dan 3D,MAT-T1-B01,Mudah,MCQ,Tin minuman berbentuk ___?,DSKP SK 9.1
7,Tahun 1,Matematik,Data,Membaca piktograf mudah,MAT-T1-D01,Mudah,MCQ,Berapa orang suka epal? [piktograf],DSKP SK 10.1
7,Tahun 1,Sains,Sains Hayat,Ciri-ciri benda hidup dan bukan hidup,SCI-T1-H01,Mudah,MCQ,Pokok adalah benda hidup. Betul atau Salah?,DSKP Life Science
7,Tahun 1,Sains,Sains Hayat,"Keperluan asas hidupan: air, makanan, udara, cahaya",SCI-T1-H02,Mudah,MCQ,Manusia perlukan ___ untuk hidup.,DSKP Life Science
7,Tahun 1,Sains,Sains Hayat,Deria manusia dan fungsinya,SCI-T1-H03,Mudah,MCQ,Kita menggunakan hidung untuk ___?,DSKP Human Senses
7,Tahun 1,Sains,Sains Hayat,Haiwan: ciri-ciri dan pengkelasan asas,SCI-T1-A01,Mudah,MCQ,Ikan bernafas menggunakan ___?,DSKP Animals
7,Tahun 1,Sains,Sains Hayat,Tumbuhan: bahagian-bahagian dan fungsinya,SCI-T1-T01,Mudah,MCQ,Bahagian tumbuhan yang membuat makanan ialah ___?,DSKP Plants
7,Tahun 1,Sains,Sains Fizikal,Magnet: bahan yang boleh dan tidak boleh ditarik magnet,SCI-T1-F01,Mudah,MCQ,Magnet boleh menarik ___? (klip kertas/kayu/plastik),DSKP Magnet
7,Tahun 1,Sains,Sains Bahan,Penyerapan: bahan menyerap dan tidak menyerap air,SCI-T1-B01,Mudah,MCQ,Kain boleh menyerap air. Betul atau Salah?,DSKP Absorption
7,Tahun 1,Sains,Bumi & Angkasa,"Permukaan bumi: tanah, batu, pasir",SCI-T1-E01,Mudah,MCQ,"Antara berikut, yang manakah sejenis tanah?",DSKP Earth & Space
7,Tahun 1,English,Phonics,"Bunyi huruf CVC (cat, dog, pin)",ENG-T1-P01,Mudah,MCQ,Bunyi tengah dalam perkataan 'pin' ialah ___?,DSKP BI 2.1
7,Tahun 1,English,Phonics,Perkataan CVC – isi huruf yang hilang (c_t),ENG-T1-P02,Mudah,MCQ,C_T — huruf yang hilang ialah ___? [gambar kucing],DSKP BI 2.1
7,Tahun 1,English,Sight Words,"Mengenal sight words (I, am, is, the, a, can)",ENG-T1-SW01,Mudah,MCQ,Pilih perkataan: ___ a cat. (I/is/am),DSKP BI 2.2
7,Tahun 1,English,Vocabulary,"Kosa kata topik: animals, colours, food, school items",ENG-T1-V01,Mudah,MCQ,This is a ___. [gambar anjing],DSKP BI 2.3
7,Tahun 1,English,Grammar,Ayat mudah: subjek + predikat,ENG-T1-G01,Mudah,MCQ,Choose the correct sentence: (I am/Am I/I is) a student.,DSKP BI 5.1
7,Tahun 1,English,Writing,Menulis huruf besar dan huruf kecil dengan betul,ENG-T1-W01,Mudah,MCQ,Which is written correctly? (Apple/apple/APPLE),DSKP BI 3.1
7,Tahun 1,Bahasa Melayu,Fonetik,"Suku kata KV: ba, be, bi, bo, bu",BM-T1-F01,Mudah,MCQ,Suku kata 'be' ada dalam perkataan ___?,DSKP BM SK 2.1
7,Tahun 1,Bahasa Melayu,Fonetik,"Suku kata KVK: bab, cak, dal, mil",BM-T1-F02,Mudah,MCQ,Bunyi suku kata KVK: ___at (pilih konsonan),DSKP BM SK 2.1
7,Tahun 1,Bahasa Melayu,Fonetik,Membatang dan membaca perkataan KVKV,BM-T1-F03,Mudah,MCQ,'bo' + 'la' = ___?,DSKP BM SK 2.1
7,Tahun 1,Bahasa Melayu,Fonetik,Membatang dan membaca perkataan KVKVK,BM-T1-F04,Mudah,MCQ,'ba' + 'tas' = ___?,DSKP BM SK 2.1
7,Tahun 1,Bahasa Melayu,Ejaan,Mengeja dan menulis perkataan KV+KV,BM-T1-E01,Mudah,MCQ,Ejaan manakah betul? (bola/bula/bolla),DSKP BM SK 2.3
7,Tahun 1,Bahasa Melayu,Tatabahasa,Kata Nama Am dan Kata Nama Khas,BM-T1-T01,Mudah,MCQ,Yang mana ialah Kata Nama Khas? (buku/Ali/kereta),DSKP BM SK 5.1.1
7,Tahun 1,Bahasa Melayu,Tatabahasa,"Kata Ganti Nama Diri (saya, awak, dia)",BM-T1-T02,Mudah,MCQ,___ pergi ke sekolah. (Saya/Ini/Itu),DSKP BM SK 5.1.1iii
7,Tahun 1,Bahasa Melayu,Tatabahasa,Kata Kerja Aktif Transitif,BM-T1-T03,Mudah,MCQ,Dia ___ nasi. (makan/cantik/meja),DSKP BM SK 5.1.2
7,Tahun 1,Bahasa Melayu,Tatabahasa,Kata Adjektif (sifat benda),BM-T1-T04,Mudah,MCQ,Bunga itu ___. (cantik/berlari/di),DSKP BM SK 5.1.3
7,Tahun 1,Bahasa Melayu,Tatabahasa,Imbuhan Awalan (me-),BM-T1-T05,Mudah,MCQ,'Baca' dengan imbuhan 'me-' menjadi ___?,DSKP BM SK 5.2.1
7,Tahun 1,Bahasa Melayu,Tatabahasa,Jenis Ayat: Ayat Penyata,BM-T1-T06,Mudah,MCQ,Yang mana ialah ayat penyata?,DSKP BM SK 5.3.1i
7,Tahun 1,Chinese,Aksara,Mengenal dan membaca aksara asas Tahun 1 (~150 aksara),ZH-T1-A01,Mudah,MCQ,Aksara ___ bermaksud 'ibu'? [pilih aksara],KSSR Cina T1
7,Tahun 1,Chinese,Pinyin,"Pinyin: huruf konsonan (b,p,m,f,d,t…)",ZH-T1-P01,Mudah,MCQ,Pinyin bagi aksara '猫' ialah ___?,KSSR Cina T1
7,Tahun 1,Chinese,Pinyin,Pinyin 4 nada (nada 1–4),ZH-T1-P02,Mudah,MCQ,Perkataan 'māo' (猫) adalah nada ke-___?,KSSR Cina T1
7,Tahun 1,Chinese,Ductus,Urutan ductus (笔顺) aksara asas,ZH-T1-B01,Mudah,MCQ,Urutan ductus yang betul bagi 人 ialah ___?,KSSR Cina T1
7,Tahun 1,Chinese,Kosa Kata,"Kosa kata topik: keluarga, sekolah, nombor",ZH-T1-K01,Mudah,MCQ,'弟弟' bermaksud ___? (adik lelaki/abang/bapa),KSSR Cina T1
7,Tahun 1,Chinese,Ayat,Membina ayat mudah menggunakan 是/有/在,ZH-T1-Y01,Mudah,MCQ,我___学生。(是/有/在),KSSR Cina T1
7,Tahun 1,Geography,Persekitaran,"Mengenal kawasan: rumah, sekolah, kedai, pasar",GEO-T1-PK01,Mudah,MCQ,Di manakah kita membeli sayur? [gambar],DST – Alam Persekitaran
7,Tahun 1,Geography,Peta Mudah,"Membaca pelan mudah (bilik darjah, sekolah)",GEO-T1-PM01,Mudah,MCQ,"Dalam pelan ini, bilik guru ada di sebelah mana? [gambar]",DST – Ruang
7,Tahun 1,Geography,Arah,"Mengenal arah: kiri, kanan, depan, belakang, atas, bawah",GEO-T1-AR01,Mudah,MCQ,Padang ada di sebelah ___ kantin. [gambar pelan sekolah],DST – Arah
7,Tahun 1,Geography,Alam Sekitar,Mengenal tumbuhan dan haiwan di persekitaran,GEO-T1-AS01,Mudah,MCQ,Pokok mangga tumbuh di ___? (darat/laut),DST – Alam Sekitar
7,Tahun 1,Geography,Cuaca,Mengenal cuaca dan pakaian yang sesuai,GEO-T1-CW01,Mudah,MCQ,Hari hujan — kita perlu membawa ___?,DST – Cuaca
7,Tahun 1,Geography,Pengangkutan,"Jenis pengangkutan di darat, air dan udara",GEO-T1-PG01,Mudah,MCQ,Bas bergerak di ___? (darat/air/udara),DST – Pengangkutan
7,Tahun 1,Sejarah,Identiti & Keluarga,Mengenal keluarga asas dan peranan ahli keluarga,SJ-T1-IK01,Mudah,MCQ,Siapakah ketua keluarga yang biasa? [gambar],KSPK – Dunia Sosial
7,Tahun 1,Sejarah,Identiti & Keluarga,Mengenal negara Malaysia – saya rakyat Malaysia,SJ-T1-IK02,Mudah,MCQ,Saya tinggal di negara ___?,KSPK – Dunia Sosial
7,Tahun 1,Sejarah,Budaya,"Perayaan kaum di Malaysia: Hari Raya, CNY, Deepavali",SJ-T1-BD01,Mudah,MCQ,Perayaan manakah disambut oleh masyarakat India?,DST – Budaya
7,Tahun 1,Sejarah,Budaya,Pakaian tradisional mengikut kaum,SJ-T1-BD02,Mudah,MCQ,Cheongsam adalah pakaian tradisional kaum ___?,DST – Budaya
7,Tahun 1,Sejarah,Simbol Negara,Jalur Gemilang: warna dan lambang,SJ-T1-SN01,Mudah,MCQ,Berapa bilangan jalur pada Jalur Gemilang?,DST – Negara
7,Tahun 1,Sejarah,Simbol Negara,Lagu Negaraku – lagu kebangsaan,SJ-T1-SN02,Mudah,MCQ,Lagu kebangsaan Malaysia ialah ___?,DST – Negara
8,Tahun 2,Matematik,Nombor Bulat,Nilai nombor bulat hingga 1000,MAT-T2-N01,Mudah,MCQ,Berapa nilai digit '3' dalam nombor 325?,DSKP SK 1.1
8,Tahun 2,Matematik,Nombor Bulat,Membilang dalam lingkungan 1000,MAT-T2-N02,Mudah,MCQ,"100, 200, ___, 400. Isi tempat kosong.",DSKP SK 1.4
8,Tahun 2,Matematik,Operasi – Tambah,Tambah dua nombor dalam lingkungan 1000,MAT-T2-OT01,Mudah,MCQ,235 + 142 = ___,DSKP SK 3.1
8,Tahun 2,Matematik,Operasi – Tolak,Tolak dua nombor dalam lingkungan 1000,MAT-T2-OL01,Mudah,MCQ,567 – 234 = ___,DSKP SK 4.1
8,Tahun 2,Matematik,Operasi – Darab,"Sifir 2, 3, 4, 5",MAT-T2-OD01,Sederhana,MCQ,6 × 3 = ___,DSKP SK 5.2
8,Tahun 2,Matematik,Operasi – Bahagi,Konsep bahagi sama rata,MAT-T2-OB01,Sederhana,MCQ,12 ÷ 3 = ___,DSKP SK 6.1
8,Tahun 2,Matematik,Wang,Nilai wang kertas RM1–RM50,MAT-T2-W01,Sederhana,MCQ,RM5 + RM3 = ___,DSKP SK 7.1
8,Tahun 2,Matematik,Masa,Membaca jam – setengah dan suku jam,MAT-T2-M01,Sederhana,MCQ,Jam ini menunjukkan pukul ___. [gambar 3:30],DSKP SK 8.1
8,Tahun 2,Matematik,Panjang,Mengukur panjang menggunakan cm dan m,MAT-T2-P01,Sederhana,MCQ,Meja ini 100 ___ panjang. (cm/km/m),DSKP SK 9.1
8,Tahun 2,Matematik,Jisim,Menimbang jisim menggunakan g dan kg,MAT-T2-J01,Sederhana,MCQ,Beg sekolah mungkin mempunyai jisim ___ kg.,DSKP SK 10.1
8,Tahun 2,Matematik,Data,Membina dan membaca carta palang mudah,MAT-T2-D01,Sederhana,MCQ,Berapa murid suka warna biru? [carta palang],DSKP SK 13.1
8,Tahun 2,Sains,Sains Hayat,"Kitaran hidup haiwan (kupu-kupu, katak)",SCI-T2-H01,Sederhana,MCQ,Peringkat selepas telur dalam kitaran hidup kupu-kupu ialah ___?,DSKP Life Cycle
8,Tahun 2,Sains,Sains Hayat,"Keperluan haiwan: makanan, air, tempat tinggal",SCI-T2-H02,Mudah,MCQ,Haiwan memerlukan ___ untuk hidup.,DSKP Animals
8,Tahun 2,Sains,Sains Hayat,Pengkelasan tumbuhan: berbunga dan tidak berbunga,SCI-T2-T01,Sederhana,MCQ,Pokok paku-pakis adalah tumbuhan ___?,DSKP Plants
8,Tahun 2,Sains,Sains Fizikal,Daya tolak dan tarik,SCI-T2-F01,Sederhana,MCQ,Menolak bola adalah contoh daya ___?,DSKP Force
8,Tahun 2,Sains,Sains Bahan,"Keadaan jirim: pepejal, cecair, gas",SCI-T2-B01,Sederhana,MCQ,Air ialah contoh ___? (pepejal/cecair/gas),DSKP States of Matter
8,Tahun 2,Sains,Bumi & Angkasa,"Objek langit: matahari, bulan, bintang",SCI-T2-E01,Mudah,MCQ,Objek yang memberikan cahaya pada waktu siang ialah ___?,DSKP Sky
8,Tahun 2,English,Phonics,"Dwigraf: sh, ch, th, wh",ENG-T2-P01,Sederhana,MCQ,Which letters make the sound in 'ship'? (sh/ch/th),DSKP BI 2.1
8,Tahun 2,English,Phonics,"Bunyi vokal panjang: a-e, i-e, o-e (cake, bike, home)",ENG-T2-P02,Sederhana,MCQ,Which word has a long vowel sound? (cat/cake/cap),DSKP BI 2.1
8,Tahun 2,English,Vocabulary,"Kata sifat: big, small, happy, sad",ENG-T2-V01,Mudah,MCQ,The elephant is very ___. (big/run/slowly),DSKP BI 2.3
8,Tahun 2,English,Grammar,Kata nama jamak regular (cat→cats),ENG-T2-G01,Mudah,MCQ,More than one dog = ___? (dogs/dogss/doges),DSKP BI 5.1
8,Tahun 2,English,Grammar,"Kata kerja present tense (run, eat, play)",ENG-T2-G02,Mudah,MCQ,She ___ to school every day. (walk/walks/walked),DSKP BI 5.2
8,Tahun 2,English,Grammar,"Artikel: a, an, the",ENG-T2-G03,Mudah,MCQ,I have ___ umbrella. (a/an/the),DSKP BI 5.3
8,Tahun 2,English,Writing,Menulis ayat mudah dengan tanda baca betul,ENG-T2-W01,Mudah,MCQ,Which sentence uses correct punctuation?,DSKP BI 3.2
8,Tahun 2,Bahasa Melayu,Membaca,Membaca dan memahami teks pendek,BM-T2-MB01,Mudah,MCQ,"Berdasarkan teks, di mana Ali bermain?",DSKP BM SK 2.4
8,Tahun 2,Bahasa Melayu,Ejaan,"Mengeja perkataan KVK+KV, KV+KVK, KVKK",BM-T2-E01,Mudah,MCQ,Ejaan betul ialah ___? (sekolah/sekoleh/sakola),DSKP BM SK 2.3
8,Tahun 2,Bahasa Melayu,Tatabahasa,"Penjodoh Bilangan (ekor, orang, biji, buah, helai)",BM-T2-T01,Sederhana,MCQ,Dua ___ ayam. (ekor/orang/biji),DSKP BM SK 5.1.1iv
8,Tahun 2,Bahasa Melayu,Tatabahasa,Kata Kerja Pasif (di- + kata kerja),BM-T2-T02,Sederhana,MCQ,Buku itu ___ Ali. (dibaca/membaca/membacakan),DSKP BM SK 5.1.2ii
8,Tahun 2,Bahasa Melayu,Tatabahasa,"Kata Sendi Nama (di, ke, dari, pada, untuk)",BM-T2-T03,Sederhana,MCQ,Ali pergi ___ sekolah. (di/ke/dari),DSKP BM SK 5.1.4v
8,Tahun 2,Bahasa Melayu,Tatabahasa,"Imbuhan Akhiran (-kan, -an, -i)",BM-T2-T04,Sederhana,MCQ,'Bersih' + '-kan' = ___?,DSKP BM SK 5.2.1ii
8,Tahun 2,Bahasa Melayu,Tatabahasa,Kata Ganda Penuh,BM-T2-T05,Sederhana,MCQ,'kanak' digandakan menjadi ___?,DSKP BM SK 5.2.3
8,Tahun 2,Bahasa Melayu,Tatabahasa,Jenis Ayat: Ayat Tanya,BM-T2-T06,Mudah,MCQ,Yang mana ialah ayat tanya?,DSKP BM SK 5.3.1ii
8,Tahun 2,Chinese,Aksara,Aksara Tahun 2 (~200 aksara kumulatif),ZH-T2-A01,Sederhana,MCQ,Maksud aksara '学校' ialah ___?,KSSR Cina T2
8,Tahun 2,Chinese,Radikal,"Mengenal radikal asas (人,水,木,火,土,口)",ZH-T2-R01,Sederhana,MCQ,Radikal bagi aksara '海' ialah ___?,KSSR Cina T2
8,Tahun 2,Chinese,Kosa Kata,"Kosa kata topik: badan manusia, makanan, haiwan",ZH-T2-K01,Sederhana,MCQ,'手' bermaksud ___?,KSSR Cina T2
8,Tahun 2,Chinese,Tatabahasa,Ayat tanya menggunakan 吗/什么/哪里/谁,ZH-T2-G01,Sederhana,MCQ,你叫什么___？(名字/时候/地方),KSSR Cina T2
8,Tahun 2,Chinese,Bacaan,Memahami teks pendek dan menjawab soalan,ZH-T2-B01,Sederhana,MCQ,"Berdasarkan teks, di mana kanak-kanak bermain?",KSSR Cina T2
8,Tahun 2,Geography,Peta,Mengenal simbol peta dan arah mata angin,GEO-T2-PT01,Mudah,MCQ,Simbol biru pada peta biasanya mewakili ___?,DST – Peta
8,Tahun 2,Geography,Peta,"Mengenal arah mata angin: Utara, Selatan, Timur, Barat",GEO-T2-AR01,Mudah,MCQ,Berlawanan dengan Utara ialah ___?,DST – Arah
8,Tahun 2,Geography,Malaysia,"Mengenal Malaysia: benua, jiran, lautan",GEO-T2-MY01,Mudah,MCQ,Malaysia terletak di benua ___?,DST – Malaysia
8,Tahun 2,Geography,Malaysia,Semenanjung Malaysia vs Sabah & Sarawak,GEO-T2-MY02,Mudah,MCQ,Sabah dan Sarawak terletak di pulau ___?,DST – Malaysia
8,Tahun 2,Geography,Alam Sekitar,"Mengenal hutan, sungai, gunung dan pantai",GEO-T2-AS01,Mudah,MCQ,Air mengalir dari gunung ke ___?,DST – Alam Sekitar
8,Tahun 2,Geography,Cuaca & Iklim,Malaysia beriklim khatulistiwa: panas dan lembap,GEO-T2-CK01,Mudah,MCQ,Malaysia mengalami cuaca ___ sepanjang tahun.,DST – Iklim
8,Tahun 2,Geography,Komuniti,"Jenis tempat dalam komuniti: hospital, stesen polis, sekolah",GEO-T2-KM01,Mudah,MCQ,Di manakah kita pergi jika sakit? [gambar],DST – Komuniti
8,Tahun 2,Sejarah,Budaya Malaysia,Kepelbagaian kaum di Malaysia,SJ-T2-BM01,Mudah,MCQ,Malaysia terkenal dengan kepelbagaian ___?,DST – Masyarakat
8,Tahun 2,Sejarah,Budaya Malaysia,Bahasa rasmi Malaysia,SJ-T2-BM02,Mudah,MCQ,Bahasa rasmi Malaysia ialah ___?,DST – Masyarakat
8,Tahun 2,Sejarah,Simbol Negara,Jata Negara: lambang-lambang,SJ-T2-SN01,Sederhana,MCQ,Haiwan apakah yang terdapat pada Jata Negara?,DST – Negara
8,Tahun 2,Sejarah,Simbol Negara,Warna dan lambang Jalur Gemilang,SJ-T2-SN02,Mudah,MCQ,Warna apakah yang terdapat pada Jalur Gemilang?,DST – Negara
8,Tahun 2,Sejarah,Rukun Negara,Pengenalan Rukun Negara (5 prinsip),SJ-T2-RN01,Sederhana,MCQ,Berapa banyak prinsip dalam Rukun Negara?,DST – Negara
8,Tahun 2,Sejarah,Komuniti,Peranan pemimpin komuniti,SJ-T2-KM01,Mudah,MCQ,Siapakah pemimpin di peringkat kampung?,DST – Komuniti
9,Tahun 3,Matematik,Nombor Bulat,Nilai nombor bulat hingga 10 000,MAT-T3-N01,Sederhana,MCQ,"Dalam 4 382, digit ratus ialah ___?",DSKP SK 1.1
9,Tahun 3,Matematik,Operasi – Tambah,Tambah hingga tiga nombor dalam 10 000,MAT-T3-OT01,Sederhana,MCQ,1 234 + 2 341 = ___,DSKP SK 3.1
9,Tahun 3,Matematik,Operasi – Tolak,Tolak dua nombor dalam lingkungan 10 000,MAT-T3-OL01,Sederhana,MCQ,8 000 – 3 456 = ___,DSKP SK 4.1
9,Tahun 3,Matematik,Operasi – Darab,"Sifir 6, 7, 8, 9",MAT-T3-OD01,Sederhana,MCQ,7 × 8 = ___,DSKP SK 5.2
9,Tahun 3,Matematik,Operasi – Bahagi,Bahagi dalam lingkungan sifir 2–9,MAT-T3-OB01,Sederhana,MCQ,56 ÷ 7 = ___,DSKP SK 6.1
9,Tahun 3,Matematik,Pecahan,"Mengenal dan menamakan pecahan (1/2, 1/3, 1/4, 1/5)",MAT-T3-PC01,Sederhana,MCQ,Gambar mana menunjukkan 1/3 berlorek?,DSKP SK 8.1
9,Tahun 3,Matematik,Pecahan,Membanding dan menyusun pecahan,MAT-T3-PC02,Sederhana,MCQ,"Susun menaik: 1/4, 1/2, 1/3",DSKP SK 8.2
9,Tahun 3,Matematik,Wang,Operasi bergabung melibatkan wang,MAT-T3-W01,Sederhana,MCQ,RM10 – RM3.50 = ___,DSKP SK 9.1
9,Tahun 3,Matematik,Masa,"Membaca jam – minit (3:15, 4:45)",MAT-T3-M01,Sederhana,MCQ,Jam menunjukkan pukul ___. [gambar 7:15],DSKP SK 10.1
9,Tahun 3,Matematik,Panjang,"Menukar unit: m ke cm, km ke m",MAT-T3-P01,Sederhana,MCQ,2 m = ___ cm,DSKP SK 11.1
9,Tahun 3,Matematik,Data,Membaca dan menafsir carta palang,MAT-T3-D01,Sederhana,MCQ,Bulan mana jualan paling tinggi? [carta palang],DSKP SK 14.1
9,Tahun 3,Sains,Sains Hayat,Pembiakan haiwan: bertelur dan melahirkan anak,SCI-T3-H01,Sederhana,MCQ,Ayam membiak dengan cara ___?,DSKP Reproduction
9,Tahun 3,Sains,Sains Hayat,"Pembiakan tumbuhan: benih, spora, keratan",SCI-T3-T01,Sederhana,MCQ,Pokok kelapa membiak melalui ___?,DSKP Plants
9,Tahun 3,Sains,Sains Fizikal,"Daya: graviti, daya tolak, daya tarik",SCI-T3-F01,Sederhana,MCQ,Apakah daya yang menarik buah jatuh ke bumi?,DSKP Force
9,Tahun 3,Sains,Sains Bahan,"Sifat bahan: keras, lembut, telus, legap",SCI-T3-B01,Sederhana,MCQ,Kaca adalah bahan yang ___? (telus/legap/lembut),DSKP Materials
9,Tahun 3,Sains,Kemahiran Proses,Kemahiran memerhati dan mengelas,SCI-T3-KP01,Sederhana,MCQ,Apakah yang kita gunakan untuk MEMERHATI?,DSKP Process Skills
9,Tahun 3,English,Reading,Membaca dan memahami teks pendek – soalan fakta,ENG-T3-R01,Sederhana,MCQ,"According to the text, where does the animal live?",DSKP BI 2.4
9,Tahun 3,English,Grammar,Kata kerja lampau regular (+ed),ENG-T3-G01,Sederhana,MCQ,"Yesterday, she ___ to school. (walk/walked/walking)",DSKP BI 5.2
9,Tahun 3,English,Grammar,Kata kerja lampau irregular (go→went),ENG-T3-G02,Sederhana,MCQ,He ___ to the market yesterday. (go/goes/went),DSKP BI 5.2
9,Tahun 3,English,Grammar,Kata nama jamak tidak teratur (child→children),ENG-T3-G03,Sederhana,MCQ,More than one child = ___?,DSKP BI 5.1
9,Tahun 3,English,Grammar,"Kata depan tempat (in, on, under, beside, between)",ENG-T3-G04,Sederhana,MCQ,The cat is ___ the table. [gambar bawah meja],DSKP BI 5.4
9,Tahun 3,English,Grammar,"Kata hubung (and, but, because, so, or)",ENG-T3-G05,Sederhana,MCQ,I like cats ___ I am allergic. (and/but/or),DSKP BI 5.5
9,Tahun 3,English,Vocabulary,Sinonim dan antonim mudah,ENG-T3-V01,Sederhana,MCQ,What is the opposite of 'hot'? (cold/warm/cool),DSKP BI 2.3
9,Tahun 3,Bahasa Melayu,Membaca,Membaca dan memahami petikan prosa,BM-T3-MB01,Sederhana,MCQ,Apakah yang dilakukan oleh Ahmad pada waktu petang?,DSKP BM SK 2.4
9,Tahun 3,Bahasa Melayu,Ejaan,Mengeja perkataan berimbuhan awalan,BM-T3-E01,Sederhana,MCQ,Kata berimbuhan 'me-' yang betul: (membaca/mebaca/mebacakan),DSKP BM SK 2.3
9,Tahun 3,Bahasa Melayu,Tatabahasa,"Imbuhan Awalan: ber-, ter-, pe-",BM-T3-T01,Sederhana,MCQ,'ber-' + 'jalan' = ___?,DSKP BM SK 5.2.1i
9,Tahun 3,Bahasa Melayu,Tatabahasa,Kata Majmuk Rangkai Kata Bebas,BM-T3-T02,Sederhana,MCQ,'meja makan' ialah contoh ___?,DSKP BM SK 5.2.2
9,Tahun 3,Bahasa Melayu,Tatabahasa,Jenis Ayat: Ayat Perintah dan Ayat Seruan,BM-T3-T03,Sederhana,MCQ,'Tolong ambilkan buku itu!' ialah ayat ___?,DSKP BM SK 5.3.1iii-iv
9,Tahun 3,Bahasa Melayu,Tatabahasa,Bentuk Ayat: Ayat Tunggal dan Ayat Majmuk,BM-T3-T04,Sederhana,MCQ,'Ali pergi ke sekolah dan Nina pergi ke kedai' ialah ayat ___?,DSKP BM SK 5.3.2
9,Tahun 3,Bahasa Melayu,Seni Bahasa,Melafaz dan memahami pantun dua kerat,BM-T3-SB01,Sederhana,MCQ,Apakah pembayang bagi pantun ini?,DSKP BM SK 4.1
9,Tahun 3,Chinese,Aksara,Aksara Tahun 3 (~300 aksara kumulatif),ZH-T3-A01,Sederhana,MCQ,Aksara '明天' bermaksud ___?,KSSR Cina T3
9,Tahun 3,Chinese,Tatabahasa,Kata adjektif – membanding (比),ZH-T3-G01,Sederhana,MCQ,他___我高。(比/和/跟),KSSR Cina T3
9,Tahun 3,Chinese,Tatabahasa,"Penegas masa: 今天,昨天,明天",ZH-T3-G02,Mudah,MCQ,'Yesterday' dalam bahasa Cina ialah ___?,KSSR Cina T3
9,Tahun 3,Chinese,Bacaan,Memahami teks deskriptif pendek,ZH-T3-B01,Sederhana,MCQ,"Berdasarkan teks, rakan 小明 bernama siapa?",KSSR Cina T3
9,Tahun 3,Chinese,Penulisan,Susun semula ayat mengikut urutan betul,ZH-T3-P01,Sederhana,MCQ,Susun: 公园/我/去/想 – ayat yang betul ialah ___?,KSSR Cina T3
9,Tahun 3,Geography,Malaysia,Mengenal 14 negeri Malaysia dan wilayah persekutuan,GEO-T3-MY01,Sederhana,MCQ,Berapa bilangan negeri dalam Malaysia?,DST – Malaysia
9,Tahun 3,Geography,Malaysia,Ibu negeri bagi setiap negeri Malaysia,GEO-T3-MY02,Sederhana,MCQ,Ibu negeri Selangor ialah ___?,DST – Malaysia
9,Tahun 3,Geography,Malaysia,Mengenal peta Malaysia dan kedudukan negeri,GEO-T3-MY03,Sederhana,MCQ,Negeri manakah terletak di Borneo? [peta],DST – Malaysia
9,Tahun 3,Geography,Asia Tenggara,Negara-negara ASEAN,GEO-T3-AT01,Sederhana,MCQ,Berapa bilangan negara ahli ASEAN?,DST – Asia Tenggara
9,Tahun 3,Geography,Asia Tenggara,Jiran-jiran Malaysia,GEO-T3-AT02,Sederhana,MCQ,Negara yang bersempadankan Malaysia di selatan ialah ___?,DST – Asia Tenggara
9,Tahun 3,Geography,Dunia,Mengenal 7 benua dunia,GEO-T3-DU01,Sederhana,MCQ,Malaysia terletak di benua ___?,DST – Dunia
9,Tahun 3,Geography,Alam Sekitar,Sumber semula jadi Malaysia,GEO-T3-AS01,Sederhana,MCQ,Sumber semula jadi utama Malaysia ialah ___?,DST – Alam Sekitar
9,Tahun 3,Sejarah,Sejarah Tempatan,Mengenal sejarah kawasan tempatan,SJ-T3-ST01,Sederhana,MCQ,Siapakah yang membuka bandar tempatan kita?,DST – Sejarah
9,Tahun 3,Sejarah,Kerajaan Awal,"Pengenalan kerajaan Melayu awal: Srivijaya, Langkasuka",SJ-T3-KA01,Sederhana,MCQ,Srivijaya adalah sebuah kerajaan yang terletak di ___?,DST – Sejarah
9,Tahun 3,Sejarah,Kerajaan Awal,Pengenalan Kesultanan Melayu Melaka,SJ-T3-KA02,Sederhana,MCQ,Siapakah yang menubuhkan Kesultanan Melayu Melaka?,DST – Sejarah
9,Tahun 3,Sejarah,Tokoh,Mengenal tokoh tempatan dan sumbangan mereka,SJ-T3-TK01,Sederhana,MCQ,Hang Tuah terkenal sebagai ___?,DST – Sejarah
9,Tahun 3,Sejarah,Perpaduan,Konsep perpaduan kaum di Malaysia,SJ-T3-PD01,Mudah,MCQ,Perpaduan kaum bermaksud ___?,DST – Perpaduan
9,Tahun 3,Sejarah,Simbol Negara,Rukun Negara – 5 prinsip secara urutan,SJ-T3-SN01,Sederhana,MCQ,Prinsip pertama Rukun Negara ialah ___?,DST – Negara
10,Tahun 4,Matematik,Nombor Bulat,Nilai nombor bulat hingga 100 000,MAT-T4-N01,Sederhana,MCQ,Tuliskan 80 450 dalam perkataan.,DSKP SK 1.1
10,Tahun 4,Matematik,Nombor Bulat,Operasi bergabung darab dan bahagi,MAT-T4-N02,Sederhana,MCQ,(24 ÷ 6) × 5 = ___,DSKP SK 1.7
